name,city,county,state,zip,latitude,longitude,total_units,programs_and_designations,Sec8HCV,RuralSec515,Senior,LIHTC,PublicHsg,HOMEipp,Disabilities
Villa De Barela,Denver,Denver County,Colorado,80204,39.73332,-104.99906,38," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Villages at Curtis Park,Denver,Denver County,Colorado,80205,39.75966,-104.98057,155," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Villages at Curtis Park II,Denver,Denver County,Colorado,80205,39.76245,-104.97698,125," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Villas at Sloans Lake,Denver,Denver County,Colorado,80204,39.74119,-105.049,63," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Walsh Manor,Denver,Denver County,Colorado,80223,39.69544,-105.00834,89,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Walsh Manor Annex,Denver,Denver County,Colorado,80223,39.69605,-105.00825,100," Section 42 Low-Income Housing Tax Credit (LIHTC), Public Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Warren Village,Denver,Denver County,Colorado,80218,39.73741,-104.96758,96," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Welton Homes at The Point,Denver,Denver County,Colorado,80205,39.7541,-104.97781,35," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
West Nevada Place Townhomes,Denver,Denver County,Colorado,80219,39.71053,-105.02843,22," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
West Ridge Homes,Denver,Denver County,Colorado,80204,39.73732,-105.03688,200,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Westgate Tower,Denver,Denver County,Colorado,80209,39.715512,-104.986625,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Westwood Homes,Denver,Denver County,Colorado,80219,39.70149,-105.03233,192,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Westwood Homes,Denver,Denver County,Colorado,80219,39.70043,-105.03155,184," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Whittier Affordable Housing,Denver,Denver County,Colorado,80205,39.76019,-104.97054,86," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Whittier Affordable Housing Preservation,Denver,Denver County,Colorado,80205,39.76065,-104.9707,85," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
William Tell Apartments,Denver,Denver County,Colorado,80218,39.74125,-104.96633,81," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Willow,Denver,Denver County,Colorado,80205,NULL,NULL,63,Section 8 Project-Based Rental Assistance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Willow Street Apartments,Denver,Denver County,Colorado,80220,39.74152,-104.88847,12," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Willow Street Residence,Denver,Denver County,Colorado,80247,39.69317,-104.88876,80," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Wise and Harris Arms,Denver,Denver County,Colorado,80205,39.75418,-104.97925,22," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yale Station,Denver,Denver County,Colorado,80222,39.66757,-104.9272,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Castle Creek Commons East,Castle Rock,Douglas County,Colorado,80104,39.37205,-104.8538,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Reserve at Castle Highlands,Castle Rock,Douglas County,Colorado,80109,39.37771,-104.87531,200," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Reyn Rock Apartments,Castle Rock,Douglas County,Colorado,80104,39.37356,-104.85902,33," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Pines at Castle Rock I,Castle Rock,Douglas County,Colorado,80108,39.4219,-104.8858,248," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Traditions Apartments Fka University Villas,Highlands Ranch,Douglas County,Colorado,80126,39.56598,-104.95137,96," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Parker Hilltop Apartments,Parker,Douglas County,Colorado,80138,39.51277,-104.76111,312," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Buffalo Ridge II,Avon,Eagle County,Colorado,0,39.633969,-106.511705,176," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Riverview Apartments,Avon,Eagle County,Colorado,81620,39.6193,-106.5083,72," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Riverview Apartments,Avon,Eagle County,Colorado,81620,39.650622,-106.527518,73," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eagle Villas,Eagle,Eagle County,Colorado,0,39.66132,-106.816814,100," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Golden Eagle El Housing,Eagle,Eagle County,Colorado,81631,39.649943,-106.827823,72," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Seniors on Broadway,Eagle,Eagle County,Colorado,81631,39.65941,-106.82514,14," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Holy Cross Village,Gypsum,Eagle County,Colorado,81637,NULL,NULL,61," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Middle Creek Village,Vail,Eagle County,Colorado,81657,39.64526,-106.3792,142," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Silvercrest Villas,Calhan,El Paso County,Colorado,80808,39.03602,-104.29573,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
825 South Cedar - Greccio Housing,Colorado Springs,El Paso County,Colorado,80903,38.8224,-104.80581,7,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Centennial Plaza,Colorado Springs,El Paso County,Colorado,80903,38.83512,-104.81511,99," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Colorado Springs,Colorado Springs,El Paso County,Colorado,80910,38.82091,-104.79754,31,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Colorado Springs,Colorado Springs,El Paso County,Colorado,80907,38.88628,-104.80706,218,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Colorado Springs,Colorado Springs,El Paso County,Colorado,80905,38.80354,-104.81135,213,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Colorado Springs,Colorado Springs,El Paso County,Colorado,80909,38.84613,-104.77806,276,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Colorado Springs Silvercrest,Colorado Springs,El Paso County,Colorado,80909,38.84506,-104.77823,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Colorado Springs Silvercrest II,Colorado Springs,El Paso County,Colorado,80909,38.84441,-104.77823,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Constitution Square Apartments,Colorado Springs,El Paso County,Colorado,80915,38.85865,-104.70988,180," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
El Dorado Apartments,Colorado Springs,El Paso County,Colorado,80909,38.83531,-104.75273,120," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fountain Springs Apartments,Colorado Springs,El Paso County,Colorado,80916,38.81462,-104.74857,228," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Garden Apartments,Colorado Springs,El Paso County,Colorado,80910,38.81016,-104.76592,84," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gpr Llc,Colorado Springs,El Paso County,Colorado,80905,38.84429,-104.83436,6,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Green Valley Apartments,Colorado Springs,El Paso County,Colorado,80916,38.80478,-104.75271,121," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Greentree Village Apartments,Colorado Springs,El Paso County,Colorado,80917,38.88225,-104.75551,216," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
H3hom03053c Rmclt Acq,Colorado Springs,El Paso County,Colorado,80903,38.83346,-104.81804,30,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hampton Village Apartments,Colorado Springs,El Paso County,Colorado,80906,38.76984,-104.79722,120," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hillside Pointe Apartments,Colorado Springs,El Paso County,Colorado,80903,38.81947,-104.80828,60," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Homewood Point Apartments,Colorado Springs,El Paso County,Colorado,80903,38.83307,-104.81788,104," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Kiowa I and II,Colorado Springs,El Paso County,Colorado,80903,38.83518,-104.8168,10," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lakeview Apartments,Colorado Springs,El Paso County,Colorado,80910,38.82339,-104.79444,62," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Laurel Gardens,Colorado Springs,El Paso County,Colorado,80910,38.822475,-104.794699,51,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Lynmar Apartments,Colorado Springs,El Paso County,Colorado,80918,38.9141,-104.77608,100," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
New Construction,Colorado Springs,El Paso County,Colorado,80909,38.84421,-104.77823,50,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Payne Chapel Housing,Colorado Springs,El Paso County,Colorado,80903,38.81947,-104.80828,72," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pikes Peak Properties,Colorado Springs,El Paso County,Colorado,80910,38.82582,-104.76739,8," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pikes Peak Towers,Colorado Springs,El Paso County,Colorado,80910,38.82379,-104.79265,144," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Rosemont at Shadow Mountain,Colorado Springs,El Paso County,Colorado,80918,38.90039,-104.8156,144," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sandcreek Apartments,Colorado Springs,El Paso County,Colorado,80916,38.80487,-104.75331,120," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Senior Heritage Plaza,Colorado Springs,El Paso County,Colorado,80903,38.85413,-104.80276,33," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Stetson Meadows Apartments,Colorado Springs,El Paso County,Colorado,0,38.896234,-104.716466,180," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tamarac Senior Apartments,Colorado Springs,El Paso County,Colorado,80906,38.80189,-104.84026,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Plaza on the Platte,Colorado Springs,El Paso County,Colorado,80909,38.83877,-104.78078,32," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Villa at Sunny Vista,Colorado Springs,El Paso County,Colorado,80909,38.84347,-104.78304,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Village at Homewood Point,Colorado Springs,El Paso County,Colorado,80903,38.83192,-104.80806,70," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Village at the Bluffs,Colorado Springs,El Paso County,Colorado,80917,38.88953,-104.76217,51," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Villas at Southgate,Colorado Springs,El Paso County,Colorado,80905,38.80789,-104.81754,100," Section 202 Supportive Housing for the Elderly, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Whitney Young Manor,Colorado Springs,El Paso County,Colorado,80910,38.80136,-104.76164,200," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Winfield Apartments,Colorado Springs,El Paso County,Colorado,80922,38.90768,-104.71395,160," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Wyndam Place Senior Residences,Colorado Springs,El Paso County,Colorado,80903,38.82433,-104.82023,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Wyndam Place Senior Residences II,Colorado Springs,El Paso County,Colorado,80903,38.82399,-104.81896,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fountain,Fountain,El Paso County,Colorado,80817,38.69123,-104.70777,40," Section 521 USDA Rental Assistance, Public Housing, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Fountain Ridge,Fountain,El Paso County,Colorado,80817,38.69866,-104.70129,36," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fountain Ridge South Apartments,Fountain,El Paso County,Colorado,80817,38.69409,-104.69463,75," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fountain Townhomes,Fountain,El Paso County,Colorado,80817,38.6832,-104.70047,15," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Canon Club Apartments,Canon City,Fremont County,Colorado,81001,38.44094,-105.2417,46," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Capitol Hill,Canon City,Fremont County,Colorado,80205,NULL,NULL,121,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Celtic Townhomes,Canon City,Fremont County,Colorado,81212,38.45685,-105.21091,14," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Colorado,Canon City,Fremont County,Colorado,0,38.468497,-105.238748,52,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Fremont County Family Center,Canon City,Fremont County,Colorado,81212,38.46707,-105.24009,52," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Garden Park Villa,Canon City,Fremont County,Colorado,81212,38.4543,-105.24505,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Heatherwood Apartments,Canon City,Fremont County,Colorado,81212,38.44233,-105.18288,54," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mountain Vista of Canon City Apartments,Canon City,Fremont County,Colorado,81212,38.47273,-105.24671,138," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
North Park Village II,Canon City,Fremont County,Colorado,81212,38.4686,-105.22863,25," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Odd Fellows Manor,Canon City,Fremont County,Colorado,81212,38.45776,-105.22711,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Villa Canon Apartments,Canon City,Fremont County,Colorado,81212,38.4466,-105.21222,56," Section 538 Guaranteed Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
West Park Apartments,Canon City,Fremont County,Colorado,81212,38.43554,-105.23003,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
San Juan Apartments 111,Florence,Fremont County,Colorado,81226,38.38854,-105.09897,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crystal Meadows II,Carbondale,Garfield County,Colorado,81623,39.39598,-107.21884,16," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Villas De Santa Lucia,Carbondale,Garfield County,Colorado,81623,39.39099,-107.20534,61," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Glenwood Green Apartments,Glenwood Springs,Garfield County,Colorado,81601,39.52148,-107.32166,60," HOME Investment Partnerships Program, Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Machebeuf Apartments,Glenwood Springs,Garfield County,Colorado,81601,NULL,NULL,55," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Manors Apartments I,Glenwood Springs,Garfield County,Colorado,81601,39.5471,-107.32293,30," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance, Senior (62+)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Manors Apartments II,Glenwood Springs,Garfield County,Colorado,81601,39.54804,-107.32183,46," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance, Senior (62+)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
New Castle Senior Housing,New Castle,Garfield County,Colorado,81647,39.59069,-107.55512,24," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Eagles Nest Apartments,Rifle,Garfield County,Colorado,81650,39.55215,-107.78955,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Kendall Heights Apartments I,Rifle,Garfield County,Colorado,81650,39.5303,-107.77587,24," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kendall Heights Apartments II,Rifle,Garfield County,Colorado,81650,39.53101,-107.77589,36," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
White River Village,Rifle,Garfield County,Colorado,81650,39.53707,-107.78054,29," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fox Run Apartments,Fraser,Grand County,Colorado,0,39.927099,-105.724972,64," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fraser Housing ( Aka Wapiti Meadows ),Fraser,Grand County,Colorado,0,39.947054,-105.81284,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Silver Spruce Apartments,Kremmling,Grand County,Colorado,0,40.058761,-106.388676,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain View Apartments,Gunnison,Gunnison County,Colorado,81230,38.54681,-106.93087,28," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rio Cuchara Homes,Walsenburg,Huerfano County,Colorado,81089,37.62372,-104.78039,129,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spanish Peaks Apartments,Walsenburg,Huerfano County,Colorado,81089,37.63435,-104.77402,30," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Vista Alegre,Walsenburg,Huerfano County,Colorado,81089,37.63474,-104.78522,5," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Park Terrace,Arvada,Jefferson County,Colorado,80002,NULL,NULL,96," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 8 Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Edgewater Plaza,Edgewater,Jefferson County,Colorado,80214,39.75112,-105.05873,84," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Green Ridge Meadows,Evergreen,Jefferson County,Colorado,80439,39.65868,-105.3541,79," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
